id,project_id,name,role
2166,677,"Hirvensalo, Jenni",AUTHOR
2167,677,"Faehnle, Maija",AUTHOR
2168,677,"Schulman, Harry",AUTHOR
2169,677,"Söderman, Tarja",AUTHOR
2170,677,"Kopperoinen, Leena",AUTHOR
2171,677,"Hirvensalo, Jenni",AUTHOR
2172,678,"Kröger, Teppo",AUTHOR
2173,678,"Jolanki, Outi",AUTHOR
2174,678,"Leinonen, Anu",AUTHOR
2175,678,"Kröger, Teppo",AUTHOR
2176,678,"Jolanki, Outi",AUTHOR
2177,678,"Leinonen, Anu",AUTHOR
2178,679,"Grönlund, Kimmo",AUTHOR
2179,679,"Kestilä-Kekkonen, Elina",AUTHOR
2180,679,"Grönlund, Kimmo",AUTHOR
2181,679,"Kestilä-Kekkonen, Elina",AUTHOR
2182,680,"Nystedt, Ursula",AUTHOR
2183,680,"Nystedt, Ursula",AUTHOR
2184,681,"Turunen, Leo",AUTHOR
2185,681,"Kivioja, Arvi",AUTHOR
2186,681,"Riihimäki, Jouni",AUTHOR
2187,681,"Määttä, Paula",AUTHOR
2188,681,"Turunen, Leo",AUTHOR
2189,681,"Kivioja, Arvi",AUTHOR
2190,681,"Riihimäki, Jouni",AUTHOR
2191,681,"Määttä, Paula",AUTHOR
2192,682,"Moisio, Pasi",AUTHOR
2193,682,"Moisio, Pasi",AUTHOR
2194,683,"Moisio, Pasi",AUTHOR
2195,683,"Moisio, Pasi",AUTHOR
2196,684,"Nokkala, Terhi",AUTHOR
2197,684,"Diogo, Sara",AUTHOR
2198,684,"Nokkala, Terhi",AUTHOR
2199,684,"Diogo, Sara",AUTHOR
2200,685,"Rangell, Suvi",AUTHOR
2201,685,"Rangell, Suvi",AUTHOR
2202,686,"Koivunen, Tuija",AUTHOR
2203,686,"Koivunen, Tuija",AUTHOR
2204,687,"Galanakis, Michail",AUTHOR
2205,687,"Galanakis, Michail",AUTHOR
2206,688,"Wiberg, Matti",AUTHOR
2207,688,"Wiberg, Matti",AUTHOR
2208,689,"Karvinen, Juho",AUTHOR
2209,689,"Karvinen, Juho",AUTHOR
2210,690,"Linkala, Minna-Kristiina",AUTHOR
2211,690,"Linkala, Minna-Kristiina",AUTHOR
2212,691,Tampereen yliopisto. Työelämän tutkimuskeskus,AUTHOR
2213,691,University of Tampere. Work Research Center (WRC),AUTHOR
2214,692,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2215,692,Työ- ja elinkeinoministeriö,AUTHOR
2216,692,Statistics Finland. Interview and Survey Services,AUTHOR
2217,692,Ministry of Employment and the Economy,AUTHOR
2218,693,"Galanakis, Michail",AUTHOR
2219,693,"Galanakis, Michail",AUTHOR
2220,694,"Jansson, Julia",AUTHOR
2221,694,"Jansson, Julia",AUTHOR
2222,695,Suomen Kulttuurirahasto,AUTHOR
2223,695,Finnish Cultural Foundation,AUTHOR
2224,696,"Moisio, Pasi",AUTHOR
2225,696,"Moisio, Pasi",AUTHOR
2226,697,"Moisio, Pasi",AUTHOR
2227,697,"Moisio, Pasi",AUTHOR
2228,698,"Moisio, Pasi",AUTHOR
2229,698,"Moisio, Pasi",AUTHOR
2230,699,"Moisio, Pasi",AUTHOR
2231,699,"Moisio, Pasi",AUTHOR
2232,700,"Moisio, Pasi",AUTHOR
2233,700,"Moisio, Pasi",AUTHOR
2234,701,"Moisio, Pasi",AUTHOR
2235,701,"Moisio, Pasi",AUTHOR
2236,702,"Hautamäki, Lauri",AUTHOR
2237,702,"Taimi, Heikki",AUTHOR
2238,702,"Kleemola, Jussi",AUTHOR
2239,702,"Jyllilä, Erkki",AUTHOR
2240,702,"Mäki-Rahkola, Jari",AUTHOR
2241,702,"Hautamäki, Lauri",AUTHOR
2242,702,"Taimi, Heikki",AUTHOR
2243,702,"Kleemola, Jussi",AUTHOR
2244,702,"Jyllilä, Erkki",AUTHOR
2245,702,"Mäki-Rahkola, Jari",AUTHOR
2246,703,"Ahrio, Leena",AUTHOR
2247,703,"Ahrio, Leena",AUTHOR
2248,704,"Koivunen, Tuija",AUTHOR
2249,704,"Kinnunen, Taina",AUTHOR
2250,704,"Parviainen, Jaana",AUTHOR
2251,704,"Koivunen, Tuija",AUTHOR
2252,704,"Kinnunen, Taina",AUTHOR
2253,704,"Parviainen, Jaana",AUTHOR
2254,705,"Mäkinen, Katariina",AUTHOR
2255,705,"Korvajärvi, Päivi",AUTHOR
2256,705,"Mäkinen, Katariina",AUTHOR
2257,705,"Korvajärvi, Päivi",AUTHOR
2258,706,"Wallin, Antti",AUTHOR
2259,706,"Wallin, Antti",AUTHOR
2260,707,"Groop, Catharina",AUTHOR
2261,707,"Groop, Catharina",AUTHOR
2262,708,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2263,708,Työ- ja elinkeinoministeriö,AUTHOR
2264,708,Statistics Finland. Interview and Survey Services,AUTHOR
2265,708,Ministry of Employment and the Economy,AUTHOR
2266,709,"Isola, Anna-Maria",AUTHOR
2267,709,"Isola, Anna-Maria",AUTHOR
2268,710,"Helve, Helena",AUTHOR
2269,710,"Helve, Helena",AUTHOR
2270,711,"Pulkkinen, Lea",AUTHOR
2271,711,"Kinnunen, Marja-Liisa",AUTHOR
2272,711,"Kokko, Katja",AUTHOR
2273,711,"Pulkkinen, Lea",AUTHOR
2274,711,"Kinnunen, Marja-Liisa",AUTHOR
2275,711,"Kokko, Katja",AUTHOR
2276,712,"Kekkonen, Marjatta",AUTHOR
2277,712,"Kekkonen, Marjatta",AUTHOR
2278,713,"Puuska, Hanna-Mari",AUTHOR
2279,713,"Miettinen, Marita",AUTHOR
2280,713,"Himanen, Laura",AUTHOR
2281,713,"Puuska, Hanna-Mari",AUTHOR
2282,713,"Miettinen, Marita",AUTHOR
2283,713,"Himanen, Laura",AUTHOR
2284,714,"Tiilikka, Tiina",AUTHOR
2285,714,"Palukka, Hannele",AUTHOR
2286,714,"Tolkki, Helena",AUTHOR
2287,714,"Tiilikka, Tiina",AUTHOR
2288,714,"Palukka, Hannele",AUTHOR
2289,714,"Tolkki, Helena",AUTHOR
2290,715,"Palukka, Hannele",AUTHOR
2291,715,"Auvinen, Petra",AUTHOR
2292,715,"Tiilikka, Tiina",AUTHOR
2293,715,"Palukka, Hannele",AUTHOR
2294,715,"Auvinen, Petra",AUTHOR
2295,715,"Tiilikka, Tiina",AUTHOR
2296,716,"Kekkonen, Kari",AUTHOR
2297,716,"Kekkonen, Kari",AUTHOR
2298,717,"Kaukonen, Erkki",AUTHOR
2299,717,"Rautio, Pertti",AUTHOR
2300,717,"Suhonen, Pertti",AUTHOR
2301,717,"Kaukonen, Erkki",AUTHOR
2302,717,"Rautio, Pertti",AUTHOR
2303,717,"Suhonen, Pertti",AUTHOR
2304,718,"Sariola, Heikki",AUTHOR
2305,718,"Sariola, Heikki",AUTHOR
2306,719,"Sariola, Heikki",AUTHOR
2307,719,"Sariola, Heikki",AUTHOR
2308,720,"Sariola, Heikki",AUTHOR
2309,720,"Sariola, Heikki",AUTHOR
2310,721,"Sariola, Heikki",AUTHOR
2311,721,"Sariola, Heikki",AUTHOR
2312,722,"Sariola, Heikki",AUTHOR
2313,722,"Sariola, Heikki",AUTHOR
2314,723,"Sariola, Heikki",AUTHOR
2315,723,"Sariola, Heikki",AUTHOR
2316,724,"Sariola, Heikki",AUTHOR
2317,724,"Sariola, Heikki",AUTHOR
2318,725,"Kaukonen, Erkki",AUTHOR
2319,725,"Alestalo, Marja",AUTHOR
2320,725,"Kaukonen, Erkki",AUTHOR
2321,725,"Alestalo, Marja",AUTHOR
2322,726,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2323,726,Työ- ja elinkeinoministeriö,AUTHOR
2324,726,Statistics Finland. Interview and Survey Services,AUTHOR
2325,726,Ministry of Employment and the Economy,AUTHOR
2326,727,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2327,727,Työ- ja elinkeinoministeriö,AUTHOR
2328,727,Statistics Finland. Interview and Survey Services,AUTHOR
2329,727,Ministry of Employment and the Economy,AUTHOR
2330,728,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2331,728,Työ- ja elinkeinoministeriö,AUTHOR
2332,728,Statistics Finland. Interview and Survey Services,AUTHOR
2333,728,Ministry of Employment and the Economy,AUTHOR
2334,729,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2335,729,Työ- ja elinkeinoministeriö,AUTHOR
2336,729,Statistics Finland. Interview and Survey Services,AUTHOR
2337,729,Ministry of Employment and the Economy,AUTHOR
2338,730,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2339,730,Työministeriö,AUTHOR
2340,730,Statistics Finland. Interview and Survey Services,AUTHOR
2341,730,Ministry of Labour,AUTHOR
2342,731,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2343,731,Työministeriö,AUTHOR
2344,731,Statistics Finland. Interview and Survey Services,AUTHOR
2345,731,Ministry of Labour,AUTHOR
2346,732,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2347,732,Työministeriö,AUTHOR
2348,732,Statistics Finland. Interview and Survey Services,AUTHOR
2349,732,Ministry of Labour,AUTHOR
2350,733,Ackermann. Kathrin,AUTHOR
2351,733,Ackermann. Kathrin,AUTHOR
2352,733,"Allerbeck, Klaus",AUTHOR
2353,733,"Allerbeck, Klaus",AUTHOR
2354,733,"Allmendinger, Jutta",AUTHOR
2355,733,"Allmendinger, Jutta",AUTHOR
2356,733,"Andreß, Hans-Jürgen",AUTHOR
2357,733,"Andreß, Hans-Jürgen",AUTHOR
2358,733,"Auspurg, Katrin",AUTHOR
2359,733,"Auspurg, Katrin",AUTHOR
2360,733,"Bauernschuster, Stefan",AUTHOR
2361,733,"Bauernschuster, Stefan",AUTHOR
2362,733,"Bühler, Christoph",AUTHOR
2363,733,"Bühler, Christoph",AUTHOR
2364,733,"Bürklin, Wilhelm",AUTHOR
2365,733,"Bürklin, Wilhelm",AUTHOR
2366,733,"Carol, Sarah",AUTHOR
2367,733,"Carol, Sarah",AUTHOR
2368,733,"Diekmann, Andreas",AUTHOR
2369,733,"Diekmann, Andreas",AUTHOR
2370,733,"Feger, Hubert",AUTHOR
2371,733,"Feger, Hubert",AUTHOR
2372,733,"Fetchenhauer, Detlef",AUTHOR
2373,733,"Fetchenhauer, Detlef",AUTHOR
2374,733,"Friehs, Maria-Therese",AUTHOR
2375,733,"Friehs, Maria-Therese",AUTHOR
2376,733,"Hadjar, Andreas",AUTHOR
2377,733,"Hadjar, Andreas",AUTHOR
2378,733,"Hillmert, Steffen",AUTHOR
2379,733,"Hillmert, Steffen",AUTHOR
2380,733,"Huinink, Johannes",AUTHOR
2381,733,"Huinink, Johannes",AUTHOR
2382,733,"Kiefer, Marie Luise",AUTHOR
2383,733,"Kiefer, Marie Luise",AUTHOR
2384,733,"Kreuter, Frauke",AUTHOR
2385,733,"Kreuter, Frauke",AUTHOR
2386,733,"Kühnel, Steffen",AUTHOR
2387,733,"Kühnel, Steffen",AUTHOR
2388,733,"Kurz, Karin",AUTHOR
2389,733,"Kurz, Karin",AUTHOR
2390,733,"Lepsius, M. Rainer",AUTHOR
2391,733,"Lepsius, M. Rainer",AUTHOR
2392,733,"Liebig, Stefan",AUTHOR
2393,733,"Liebig, Stefan",AUTHOR
2394,733,"Mayer, Karl Ulrich",AUTHOR
2395,733,"Mayer, Karl Ulrich",AUTHOR
2396,733,"Meulemann, Heiner",AUTHOR
2397,733,"Meulemann, Heiner",AUTHOR
2398,733,"Müller, Walter",AUTHOR
2399,733,"Müller, Walter",AUTHOR
2400,733,"Opp, Karl Dieter",AUTHOR
2401,733,"Opp, Karl Dieter",AUTHOR
2402,733,"Pappi, Franz Urban",AUTHOR
2403,733,"Pappi, Franz Urban",AUTHOR
2404,733,"Rosar, Ulrich",AUTHOR
2405,733,"Rosar, Ulrich",AUTHOR
2406,733,"Scheuch, Erwin K.",AUTHOR
2407,733,"Scheuch, Erwin K.",AUTHOR
2408,733,"Schmitt-Beck, Rüdiger",AUTHOR
2409,733,"Schmitt-Beck, Rüdiger",AUTHOR
2410,733,"Solga, Heike",AUTHOR
2411,733,"Solga, Heike",AUTHOR
2412,733,"Tausendpfund, Markus",AUTHOR
2413,733,"Tausendpfund, Markus",AUTHOR
2414,733,"Trappe, Heike",AUTHOR
2415,733,"Trappe, Heike",AUTHOR
2416,733,"Wagner, Michael",AUTHOR
2417,733,"Wagner, Michael",AUTHOR
2418,733,"Wagner, Ulrich",AUTHOR
2419,733,"Wagner, Ulrich",AUTHOR
2420,733,"Westle, Bettina",AUTHOR
2421,733,"Westle, Bettina",AUTHOR
2422,733,"Ziegler, Rolf",AUTHOR
2423,733,"Ziegler, Rolf",AUTHOR
2424,734,"Westle, Bettina",AUTHOR
2425,734,"Westle, Bettina",AUTHOR
2426,734,"Auspurg, Katrin",AUTHOR
2427,734,"Auspurg, Katrin",AUTHOR
2428,734,"Bühler, Christoph",AUTHOR
2429,734,"Bühler, Christoph",AUTHOR
2430,734,"Hadjar, Andreas",AUTHOR
2431,734,"Hadjar, Andreas",AUTHOR
2432,734,"Hillmert, Steffen",AUTHOR
2433,734,"Hillmert, Steffen",AUTHOR
2434,734,"Rosar, Ulrich",AUTHOR
2435,734,"Rosar, Ulrich",AUTHOR
2436,734,"Wagner, Ulrich",AUTHOR
2437,734,"Wagner, Ulrich",AUTHOR
2438,735,"German Internet Panel, Universität Mannheim",AUTHOR
2439,735,"German Internet Panel, Universität Mannheim",AUTHOR
2440,736,"German Internet Panel, Universität Mannheim",AUTHOR
2441,736,"German Internet Panel, Universität Mannheim",AUTHOR
2442,737,"German Internet Panel, Universität Mannheim",AUTHOR
2443,737,"German Internet Panel, Universität Mannheim",AUTHOR
2444,738,"German Internet Panel, Universität Mannheim",AUTHOR
2445,738,"German Internet Panel, Universität Mannheim",AUTHOR
2446,739,"German Internet Panel, Universität Mannheim",AUTHOR
2447,739,"German Internet Panel, Universität Mannheim",AUTHOR
2448,740,"Castillo, Pilar del",AUTHOR
2449,740,"Castillo, Pilar del",AUTHOR
2450,740,"Eijk, Cees van der",AUTHOR
2451,740,"Eijk, Cees van der",AUTHOR
2452,740,"Franklin, Mark",AUTHOR
2453,740,"Franklin, Mark",AUTHOR
2454,740,"Katz, Richard",AUTHOR
2455,740,"Katz, Richard",AUTHOR
2456,740,"Mannheimer, Renato",AUTHOR
2457,740,"Mannheimer, Renato",AUTHOR
2458,740,"Marsh, Michael",AUTHOR
2459,740,"Marsh, Michael",AUTHOR
2460,740,"Norris, Pippa",AUTHOR
2461,740,"Norris, Pippa",AUTHOR
2462,740,"Oppenhuis, Erik",AUTHOR
2463,740,"Oppenhuis, Erik",AUTHOR
2464,740,"Schmitt, Hermann",AUTHOR
2465,740,"Schmitt, Hermann",AUTHOR
2466,740,"Thomassen, Jacques",AUTHOR
2467,740,"Thomassen, Jacques",AUTHOR
2468,740,"Wessels, Bernard",AUTHOR
2469,740,"Wessels, Bernard",AUTHOR
2470,740,"Ysmal, Colette",AUTHOR
2471,740,"Ysmal, Colette",AUTHOR
2472,741,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2473,741,Työministeriö,AUTHOR
2474,741,Statistics Finland. Interview and Survey Services,AUTHOR
2475,741,Ministry of Labour,AUTHOR
2476,742,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2477,742,Työministeriö,AUTHOR
2478,742,Statistics Finland. Interview and Survey Services,AUTHOR
2479,742,Ministry of Labour,AUTHOR
2480,743,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2481,743,Työministeriö,AUTHOR
2482,743,Statistics Finland. Interview and Survey Services,AUTHOR
2483,743,Ministry of Labour,AUTHOR
2484,744,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2485,744,Työministeriö,AUTHOR
2486,744,Statistics Finland. Interview and Survey Services,AUTHOR
2487,744,Ministry of Labour,AUTHOR
2488,745,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2489,745,Työministeriö,AUTHOR
2490,745,Statistics Finland. Interview and Survey Services,AUTHOR
2491,745,Ministry of Labour,AUTHOR
2492,746,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2493,746,Työministeriö,AUTHOR
2494,746,Statistics Finland. Interview and Survey Services,AUTHOR
2495,746,Ministry of Labour,AUTHOR
2496,747,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2497,747,Työministeriö,AUTHOR
2498,747,Statistics Finland. Interview and Survey Services,AUTHOR
2499,747,Ministry of Labour,AUTHOR
2500,748,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2501,748,Työministeriö,AUTHOR
2502,748,Statistics Finland. Interview and Survey Services,AUTHOR
2503,748,Ministry of Labour,AUTHOR
2504,749,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,AUTHOR
2505,749,Työministeriö,AUTHOR
2506,749,Statistics Finland. Interview and Survey Services,AUTHOR
2507,749,Ministry of Labour,AUTHOR
2508,750,"Lappalainen, Sirpa",AUTHOR
2509,750,"Lappalainen, Sirpa",AUTHOR
2510,751,"Lappalainen, Sirpa",AUTHOR
2511,751,"Lappalainen, Sirpa",AUTHOR
2512,752,"Saarnio, Pekka",AUTHOR
2513,752,"Tolonen, Marjo",AUTHOR
2514,752,"Saarnio, Pekka",AUTHOR
2515,752,"Tolonen, Marjo",AUTHOR
2516,753,Nuorisoasiain neuvottelukunta (Nuora),AUTHOR
2517,753,Nuorisotutkimusseura. Nuorisotutkimusverkosto,AUTHOR
2518,753,Advisory Council for Youth Affairs (Nuora),AUTHOR
2519,753,Finnish Youth Research Society. Finnish Youth Research Network,AUTHOR
2520,754,"Sarelin, Alessandra",AUTHOR
2521,754,"Sarelin, Alessandra",AUTHOR
2522,755,"Grönlund, Kimmo",AUTHOR
2523,755,"Grönlund, Kimmo",AUTHOR
2524,756,"Hirvonen, Riikka",AUTHOR
2525,756,"Pääjärvi, Saara",AUTHOR
2526,756,"Rahja, Rauna",AUTHOR
2527,756,"Suoninen, Annika",AUTHOR
2528,756,"Hirvonen, Riikka",AUTHOR
2529,756,"Pääjärvi, Saara",AUTHOR
2530,756,"Rahja, Rauna",AUTHOR
2531,756,"Suoninen, Annika",AUTHOR
2532,757,"Juhila, Kirsi",AUTHOR
2533,757,"Günther, Kirsi",AUTHOR
2534,757,"Kaartamo, Riina",AUTHOR
2535,757,"Kulmala, Anna",AUTHOR
2536,757,"Raitakari, Suvi",AUTHOR
2537,757,"Saario, Sirpa",AUTHOR
2538,757,"Juhila, Kirsi",AUTHOR
2539,757,"Günther, Kirsi",AUTHOR
2540,757,"Kaartamo, Riina",AUTHOR
2541,757,"Kulmala, Anna",AUTHOR
2542,757,"Raitakari, Suvi",AUTHOR
2543,757,"Saario, Sirpa",AUTHOR
2544,758,"Juhila, Kirsi",AUTHOR
2545,758,"Günther, Kirsi",AUTHOR
2546,758,"Kaartamo, Riina",AUTHOR
2547,758,"Kulmala, Anna",AUTHOR
2548,758,"Raitakari, Suvi",AUTHOR
2549,758,"Saario, Sirpa",AUTHOR
2550,758,"Juhila, Kirsi",AUTHOR
2551,758,"Günther, Kirsi",AUTHOR
2552,758,"Kaartamo, Riina",AUTHOR
2553,758,"Kulmala, Anna",AUTHOR
2554,758,"Raitakari, Suvi",AUTHOR
2555,758,"Saario, Sirpa",AUTHOR
2556,759,"Juhila, Kirsi",AUTHOR
2557,759,"Günther, Kirsi",AUTHOR
2558,759,"Kaartamo, Riina",AUTHOR
2559,759,"Kulmala, Anna",AUTHOR
2560,759,"Raitakari, Suvi",AUTHOR
2561,759,"Saario, Sirpa",AUTHOR
2562,759,"Juhila, Kirsi",AUTHOR
2563,759,"Günther, Kirsi",AUTHOR
2564,759,"Kaartamo, Riina",AUTHOR
2565,759,"Kulmala, Anna",AUTHOR
2566,759,"Raitakari, Suvi",AUTHOR
2567,759,"Saario, Sirpa",AUTHOR
2568,760,"Saarnio, Pekka",AUTHOR
2569,760,"Saarnio, Pekka",AUTHOR
2570,761,"Saarnio, Pekka",AUTHOR
2571,761,"Saarnio, Pekka",AUTHOR
2572,762,"Määttä, Mirja",AUTHOR
2573,762,"Määttä, Mirja",AUTHOR
2574,763,"Grönlund, Kimmo",AUTHOR
2575,763,"Grönlund, Kimmo",AUTHOR
2576,764,Työministeriö,AUTHOR
2577,764,Tilastokeskus,AUTHOR
2578,764,Ministry of Labour,AUTHOR
2579,764,Statistics Finland,AUTHOR
2580,765,Työministeriö,AUTHOR
2581,765,Tilastokeskus,AUTHOR
2582,765,Ministry of Labour,AUTHOR
2583,765,Statistics Finland,AUTHOR
2584,766,Työministeriö,AUTHOR
2585,766,Tilastokeskus,AUTHOR
2586,766,Ministry of Labour,AUTHOR
2587,766,Statistics Finland,AUTHOR
2588,767,Työministeriö,AUTHOR
2589,767,Tilastokeskus,AUTHOR
2590,767,Ministry of Labour,AUTHOR
2591,767,Statistics Finland,AUTHOR
2592,768,Työministeriö,AUTHOR
2593,768,Tilastokeskus,AUTHOR
2594,768,Ministry of Labour,AUTHOR
2595,768,Statistics Finland,AUTHOR
2596,769,Työministeriö,AUTHOR
2597,769,Tilastokeskus,AUTHOR
2598,769,Ministry of Labour,AUTHOR
2599,769,Statistics Finland,AUTHOR
2600,770,Työministeriö,AUTHOR
2601,770,Tilastokeskus,AUTHOR
2602,770,Ministry of Labour,AUTHOR
2603,770,Statistics Finland,AUTHOR
2604,771,Työministeriö,AUTHOR
2605,771,Tilastokeskus,AUTHOR
2606,771,Ministry of Labour,AUTHOR
2607,771,Statistics Finland,AUTHOR
2608,772,Työministeriö,AUTHOR
2609,772,Tilastokeskus,AUTHOR
2610,772,Ministry of Labour,AUTHOR
2611,772,Statistics Finland,AUTHOR
2612,773,Työministeriö,AUTHOR
2613,773,Tilastokeskus,AUTHOR
2614,773,Ministry of Labour,AUTHOR
2615,773,Statistics Finland,AUTHOR
2616,774,Työministeriö,AUTHOR
2617,774,Tilastokeskus,AUTHOR
2618,774,Ministry of Labour,AUTHOR
2619,774,Statistics Finland,AUTHOR
2620,775,Työministeriö,AUTHOR
2621,775,Tilastokeskus,AUTHOR
2622,775,Ministry of Labour,AUTHOR
2623,775,Statistics Finland,AUTHOR
2624,776,Työministeriö,AUTHOR
2625,776,Tilastokeskus,AUTHOR
2626,776,Ministry of Labour,AUTHOR
2627,776,Statistics Finland,AUTHOR
2628,777,Työministeriö,AUTHOR
2629,777,Tilastokeskus,AUTHOR
2630,777,Ministry of Labour,AUTHOR
2631,777,Statistics Finland,AUTHOR
2632,778,Työministeriö,AUTHOR
2633,778,Tilastokeskus,AUTHOR
2634,778,Ministry of Labour,AUTHOR
2635,778,Statistics Finland,AUTHOR
2636,779,"Borg, Sami",AUTHOR
2637,779,"Grönlund, Kimmo",AUTHOR
2638,779,"Borg, Sami",AUTHOR
2639,779,"Grönlund, Kimmo",AUTHOR
2640,780,Työ- ja elinkeinoministeriö,AUTHOR
2641,780,Tilastokeskus,AUTHOR
2642,780,Ministry of Employment and the Economy,AUTHOR
2643,780,Statistics Finland,AUTHOR
2644,781,Työ- ja elinkeinoministeriö,AUTHOR
2645,781,Tilastokeskus,AUTHOR
2646,781,Ministry of Employment and the Economy,AUTHOR
2647,781,Statistics Finland,AUTHOR
2648,782,Työ- ja elinkeinoministeriö,AUTHOR
2649,782,Tilastokeskus,AUTHOR
2650,782,Ministry of Employment and the Economy,AUTHOR
2651,782,Statistics Finland,AUTHOR
2652,783,Työministeriö,AUTHOR
2653,783,Tilastokeskus,AUTHOR
2654,783,Ministry of Labour,AUTHOR
2655,783,Statistics Finland,AUTHOR
2656,784,"Koivunen, Tuija",AUTHOR
2657,784,"Koivunen, Tuija",AUTHOR
2658,785,"Siivonen, Katriina",AUTHOR
2659,785,"Kotilainen, Sirkku",AUTHOR
2660,785,"Siivonen, Katriina",AUTHOR
2661,785,"Kotilainen, Sirkku",AUTHOR
2662,786,"Malm, Toni",AUTHOR
2663,786,"Malm, Toni",AUTHOR
2664,787,"Raittila, Pentti",AUTHOR
2665,787,"Raittila, Pentti",AUTHOR
2666,788,"Pulkkinen, Lea",AUTHOR
2667,788,"Kinnunen, Marja-Liisa",AUTHOR
2668,788,"Kokko, Katja",AUTHOR
2669,788,"Pulkkinen, Lea",AUTHOR
2670,788,"Kinnunen, Marja-Liisa",AUTHOR
2671,788,"Kokko, Katja",AUTHOR
2672,789,"Pulkkinen, Lea",AUTHOR
2673,789,"Kinnunen, Marja-Liisa",AUTHOR
2674,789,"Kokko, Katja",AUTHOR
2675,789,"Pulkkinen, Lea",AUTHOR
2676,789,"Kinnunen, Marja-Liisa",AUTHOR
2677,789,"Kokko, Katja",AUTHOR
2678,790,"Pulkkinen, Lea",AUTHOR
2679,790,"Kinnunen, Marja-Liisa",AUTHOR
2680,790,"Kokko, Katja",AUTHOR
2681,790,"Pulkkinen, Lea",AUTHOR
2682,790,"Kinnunen, Marja-Liisa",AUTHOR
2683,790,"Kokko, Katja",AUTHOR
2684,791,"Pulkkinen, Lea",AUTHOR
2685,791,"Kinnunen, Marja-Liisa",AUTHOR
2686,791,"Kokko, Katja",AUTHOR
2687,791,"Pulkkinen, Lea",AUTHOR
2688,791,"Kinnunen, Marja-Liisa",AUTHOR
2689,791,"Kokko, Katja",AUTHOR
2690,792,"Pulkkinen, Lea",AUTHOR
2691,792,"Kinnunen, Marja-Liisa",AUTHOR
2692,792,"Kokko, Katja",AUTHOR
2693,792,"Pulkkinen, Lea",AUTHOR
2694,792,"Kinnunen, Marja-Liisa",AUTHOR
2695,792,"Kokko, Katja",AUTHOR
2696,793,"Kerkkänen, Paavo",AUTHOR
2697,793,"Kerkkänen, Paavo",AUTHOR
2698,794,"Määttä, Mirja",AUTHOR
2699,794,"Määttä, Mirja",AUTHOR
2700,795,"Reunanen, Esa",AUTHOR
2701,795,"Kunelius, Risto",AUTHOR
2702,795,"Noppari, Elina",AUTHOR
2703,795,"Reunanen, Esa",AUTHOR
2704,795,"Kunelius, Risto",AUTHOR
2705,795,"Noppari, Elina",AUTHOR
2706,796,"Noppari, Elina",AUTHOR
2707,796,"Reunanen, Esa",AUTHOR
2708,796,"Noppari, Elina",AUTHOR
2709,796,"Reunanen, Esa",AUTHOR
2710,797,"Lappalainen, Sirpa",AUTHOR
2711,797,"Lappalainen, Sirpa",AUTHOR
2712,798,"Mattinen, Pauliina",AUTHOR
2713,798,"Mattinen, Pauliina",AUTHOR
2714,799,"Skön, Kirsi",AUTHOR
2715,799,"Torkkola, Sinikka",AUTHOR
2716,799,"Skön, Kirsi",AUTHOR
2717,799,"Torkkola, Sinikka",AUTHOR
2718,800,"Palukka, Hannele",AUTHOR
2719,800,"Tiilikka, Tiina",AUTHOR
2720,800,"Palukka, Hannele",AUTHOR
2721,800,"Tiilikka, Tiina",AUTHOR
2722,801,"Karikoski, Anne",AUTHOR
2723,801,"Karikoski, Anne",AUTHOR
2724,802,"Eriksson, Susan",AUTHOR
2725,802,"Eriksson, Susan",AUTHOR
2726,803,"Kuukka, Katri",AUTHOR
2727,803,"Kuukka, Katri",AUTHOR
2728,804,"Ikonen, Hanna-Mari",AUTHOR
2729,804,"Ikonen, Hanna-Mari",AUTHOR
2730,805,"Höckert, Emily",AUTHOR
2731,805,"Höckert, Emily",AUTHOR
2732,806,"Reunanen, Esa",AUTHOR
2733,806,"Kunelius, Risto",AUTHOR
2734,806,"Noppari, Elina",AUTHOR
2735,806,"Reunanen, Esa",AUTHOR
2736,806,"Kunelius, Risto",AUTHOR
2737,806,"Noppari, Elina",AUTHOR
2738,807,"Kunelius, Risto",AUTHOR
