id,project_id,name,role
1596,572,"Alasuutari, Maarit",AUTHOR
1597,572,"Kuukka, Anu",AUTHOR
1598,572,"Ruutiainen, Ville",AUTHOR
1599,572,"Siippainen, Anna",AUTHOR
1600,572,"Terävä, Johanna",AUTHOR
1601,572,"Eerola, Petteri",AUTHOR
1602,572,"Fjällström, Salla",AUTHOR
1603,572,"Karila, Kirsti",AUTHOR
1604,572,"Repo, Katja",AUTHOR
1605,572,"Lammi-Taskula, Johanna",AUTHOR
1606,572,"Närvi, Johanna",AUTHOR
1607,572,"Alasuutari, Maarit",AUTHOR
1608,572,"Kuukka, Anu",AUTHOR
1609,572,"Ruutiainen, Ville",AUTHOR
1610,572,"Siippainen, Anna",AUTHOR
1611,572,"Terävä, Johanna",AUTHOR
1612,572,"Eerola, Petteri",AUTHOR
1613,572,"Fjällström, Salla",AUTHOR
1614,572,"Karila, Kirsti",AUTHOR
1615,572,"Repo, Katja",AUTHOR
1616,573,"Alasuutari, Maarit",AUTHOR
1617,573,"Karila, Kirsti",AUTHOR
1618,573,"Mäkinen, Eleanora",AUTHOR
1619,573,"Paananen, Maiju",AUTHOR
1620,573,"Repo, Katja",AUTHOR
1621,573,"Hynynen, Kaisa",AUTHOR
1622,573,"Alasuutari, Maarit",AUTHOR
1623,573,"Karila, Kirsti",AUTHOR
1624,573,"Mäkinen, Eleanora",AUTHOR
1625,573,"Paananen, Maiju",AUTHOR
1626,573,"Repo, Katja",AUTHOR
1627,573,"Hynynen, Kaisa",AUTHOR
1628,574,"Luomanen, Jari",AUTHOR
1629,574,"Pirskanen, Henna",AUTHOR
1630,574,"Alasuutari, Pertti",AUTHOR
1631,574,"Luomanen, Jari",AUTHOR
1632,574,"Pirskanen, Henna",AUTHOR
1633,574,"Alasuutari, Pertti",AUTHOR
1634,575,"Mankki, Ville",AUTHOR
1635,575,"Mankki, Ville",AUTHOR
1636,576,"Castrén, Sari",AUTHOR
1637,576,"Hylkiä, Krista",AUTHOR
1638,576,"Peltonen, Aino",AUTHOR
1639,576,"Karhulahti, Veli-Matti",AUTHOR
1640,576,"Castrén, Sari",AUTHOR
1641,576,"Hylkiä, Krista",AUTHOR
1642,576,"Peltonen, Aino",AUTHOR
1643,576,"Karhulahti, Veli-Matti",AUTHOR
1644,577,"Haikkola, Lotta",AUTHOR
1645,577,"Uusikangas, Silja",AUTHOR
1646,577,"Haikkola, Lotta",AUTHOR
1647,577,"Uusikangas, Silja",AUTHOR
1648,578,"Vähätalo, Lauri",AUTHOR
1649,578,"Siukola, Anna",AUTHOR
1650,578,"Vähätalo, Lauri",AUTHOR
1651,578,"Siukola, Anna",AUTHOR
1652,579,"Tormulainen, Aino",AUTHOR
1653,579,"Tormulainen, Aino",AUTHOR
1654,580,"Vähätalo, Lauri",AUTHOR
1655,580,"Siukola, Anna",AUTHOR
1656,580,"Vähätalo, Lauri",AUTHOR
1657,580,"Siukola, Anna",AUTHOR
1658,581,Nordic Centre of Excellence on Women in Technology Driven Careers (NORDWIT),AUTHOR
1659,581,Nordic Centre of Excellence on Women in Technology Driven Careers (NORDWIT),AUTHOR
1660,582,"Siutila, Miia",AUTHOR
1661,582,"Karhulahti, Veli-Matti",AUTHOR
1662,582,"Päivinen, Antti",AUTHOR
1663,582,"Perttu, Soli",AUTHOR
1664,582,"Laitinen, Tanja",AUTHOR
1665,582,"Korhonen, Venla",AUTHOR
1666,582,"Siutila, Miia",AUTHOR
1667,582,"Karhulahti, Veli-Matti",AUTHOR
1668,582,"Päivinen, Antti",AUTHOR
1669,582,"Perttu, Soli",AUTHOR
1670,582,"Laitinen, Tanja",AUTHOR
1671,582,"Korhonen, Venla",AUTHOR
1672,583,"Siutila, Miia",AUTHOR
1673,583,"Karhulahti, Veli-Matti",AUTHOR
1674,583,"Korhonen, Venla",AUTHOR
1675,583,"Laitinen, Tanja",AUTHOR
1676,583,"Siutila, Miia",AUTHOR
1677,583,"Karhulahti, Veli-Matti",AUTHOR
1678,583,"Korhonen, Venla",AUTHOR
1679,583,"Laitinen, Tanja",AUTHOR
1680,584,The Finnish Research Infrastructure for Public Opinion (FIRIPO),AUTHOR
1681,584,The Finnish Research Infrastructure for Public Opinion (FIRIPO),AUTHOR
1682,585,"Jousmäki, Henna",AUTHOR
1683,585,"Hautamäki, Tiina",AUTHOR
1684,585,"Kinossalo, Maiju",AUTHOR
1685,585,"Jousmäki, Henna",AUTHOR
1686,585,"Hautamäki, Tiina",AUTHOR
1687,585,"Kinossalo, Maiju",AUTHOR
1688,586,"Alho, Joel",AUTHOR
1689,586,"Mankinen, Katja",AUTHOR
1690,586,"Alho, Joel",AUTHOR
1691,586,"Mankinen, Katja",AUTHOR
1692,587,"Hoppania, Hanna-Kaisa",AUTHOR
1693,587,"Vilkko, Anni",AUTHOR
1694,587,"Hoppania, Hanna-Kaisa",AUTHOR
1695,587,"Vilkko, Anni",AUTHOR
1696,588,Avoimen tieteen ja tutkimuksen kansallisen koordinaation sihteeristö (Tieteellisten seurain valtuuskunta),AUTHOR
1697,588,The National Open Science and Research Coordination (The Federation of Finnish Learned Societies),AUTHOR
1698,589,"Koivunen, Tuija",AUTHOR
1699,589,"Koivunen, Tuija",AUTHOR
1700,590,"Ikonen, Hanna-Mari",AUTHOR
1701,590,"Ikonen, Hanna-Mari",AUTHOR
1702,591,"Koivisto, Taru",AUTHOR
1703,591,"Koivisto, Taru",AUTHOR
1704,592,"Ritola, Emmi",AUTHOR
1705,592,"Ritola, Emmi",AUTHOR
1706,593,"Peltoniemi, Johanna",AUTHOR
1707,593,"Weide, Marjukka",AUTHOR
1708,593,"Nemcok, Miroslav",AUTHOR
1709,593,"Wass, Hanna",AUTHOR
1710,593,"Peltoniemi, Johanna",AUTHOR
1711,593,"Weide, Marjukka",AUTHOR
1712,593,"Nemcok, Miroslav",AUTHOR
1713,593,"Wass, Hanna",AUTHOR
1714,594,"Pietilä, Meri",AUTHOR
1715,594,"Saurio, Kaisa",AUTHOR
1716,594,"Hankonen, Nelli",AUTHOR
1717,594,"Pietilä, Meri",AUTHOR
1718,594,"Saurio, Kaisa",AUTHOR
1719,594,"Hankonen, Nelli",AUTHOR
1720,595,"Kasanen, Maria",AUTHOR
1721,595,"Kitinoja, Helli",AUTHOR
1722,595,"Nissinen, Kaija",AUTHOR
1723,595,"Kasanen, Maria",AUTHOR
1724,595,"Kitinoja, Helli",AUTHOR
1725,595,"Nissinen, Kaija",AUTHOR
1726,596,"Karhulahti, Veli-Matti",AUTHOR
1727,596,"Nerg, Henri",AUTHOR
1728,596,"Päivinen, Antti",AUTHOR
1729,596,"Karhulahti, Veli-Matti",AUTHOR
1730,596,"Nerg, Henri",AUTHOR
1731,596,"Päivinen, Antti",AUTHOR
1732,597,"Malinen, Kaisa",AUTHOR
1733,597,"Moilanen, Johnanna",AUTHOR
1734,597,"Punna, Mari",AUTHOR
1735,597,"Kiili, Johanna",AUTHOR
1736,597,"Svenlin, Anu-Riina",AUTHOR
1737,597,"Malinen, Kaisa",AUTHOR
1738,597,"Moilanen, Johnanna",AUTHOR
1739,597,"Punna, Mari",AUTHOR
1740,597,"Kiili, Johanna",AUTHOR
1741,597,"Svenlin, Anu-Riina",AUTHOR
1742,598,"Parkkinen, Tiina",AUTHOR
1743,598,"Parkkinen, Tiina",AUTHOR
1744,599,"Reunanen, Esa",AUTHOR
1745,599,"Kunelius, Risto",AUTHOR
1746,599,"Reunanen, Esa",AUTHOR
1747,599,"Kunelius, Risto",AUTHOR
1748,600,"Hynnä-Granberg, Kaisu",AUTHOR
1749,600,"Hynnä-Granberg, Kaisu",AUTHOR
1750,601,Humanistinen ammattikorkeakoulu,AUTHOR
1751,601,HUMAK University of Applied Sciences,AUTHOR
1752,602,Humanistinen ammattikorkeakoulu (HUMAK),AUTHOR
1753,602,"Hakoluoto, Tanja",AUTHOR
1754,602,HUMAK University of Applied Sciences,AUTHOR
1755,602,"Hakoluoto, Tanja",AUTHOR
1756,603,"Hart, Linda",AUTHOR
1757,603,"Hart, Linda",AUTHOR
1758,604,"Ruokonen, Mirka",AUTHOR
1759,604,"Ruokonen, Mirka",AUTHOR
1760,605,Kulttuuripolitiikan tutkimuskeskus Cupore,AUTHOR
1761,605,Center for Cultural Policy Research,AUTHOR
1762,606,"Tammisalo, Venla",AUTHOR
1763,606,"Tammisalo, Venla",AUTHOR
1764,607,"Wessman, Anna",AUTHOR
1765,607,"Wessman, Anna",AUTHOR
1766,608,"Wessman, Anna",AUTHOR
1767,608,"Wessman, Anna",AUTHOR
1768,609,"Heikkilä, Riie",AUTHOR
1769,609,"Heikkilä, Riie",AUTHOR
1770,610,Itä-Suomen yliopisto. Yhteiskuntatieteiden laitos,AUTHOR
1771,610,University of Eastern Finland. Department of Social Sciences,AUTHOR
1772,611,"Grönlund, Kimmo",AUTHOR
1773,611,"Borg, Sami",AUTHOR
1774,611,"Grönlund, Kimmo",AUTHOR
1775,611,"Borg, Sami",AUTHOR
1776,612,Jyväskylän yliopisto. Koulutuksen tutkimuslaitos,AUTHOR
1777,612,University of Jyväskylä. Finnish Institute for Educational Research,AUTHOR
1778,613,Jyväskylän yliopisto. Koulutuksen tutkimuslaitos,AUTHOR
1779,613,University of Jyväskylä. Finnish Institute for Educational Research,AUTHOR
1780,614,"Hankonen, Nelli",AUTHOR
1781,614,"Hankonen, Nelli",AUTHOR
1782,615,"Kuusipalo, Paula",AUTHOR
1783,615,"Kinossalo, Maiju",AUTHOR
1784,615,"Sihto, Jaakko",AUTHOR
1785,615,"Tiilikka, Tiina",AUTHOR
1786,615,"Raziano, Alissia",AUTHOR
1787,615,"Drößler, Thomas",AUTHOR
1788,615,"Rohr, Margund K.",AUTHOR
1789,615,"Wächter, Franziska",AUTHOR
1790,615,"Amadasi, Sara",AUTHOR
1791,615,"Ballestri, Chiara",AUTHOR
1792,615,"Baraldi, Claudio",AUTHOR
1793,615,"Struzik, Justyna",AUTHOR
1794,615,"Slusarczyk, Magdalena",AUTHOR
1795,615,"Warat, Marta",AUTHOR
1796,615,"Righard, Erica",AUTHOR
1797,615,"Harju, Anne",AUTHOR
1798,615,"Svensson Källberg, Petra",AUTHOR
1799,615,"Frisch, Morten",AUTHOR
1800,615,"Farini, Federico",AUTHOR
1801,615,"Murray, Jane",AUTHOR
1802,615,"Woodbridge-Dodd, Kim",AUTHOR
1803,615,"Prokopiou, Eva",AUTHOR
1804,615,"Scollan, Angela",AUTHOR
1805,615,"Kuusipalo, Paula",AUTHOR
1806,615,"Kinossalo, Maiju",AUTHOR
1807,615,"Sihto, Jaakko",AUTHOR
1808,615,"Tiilikka, Tiina",AUTHOR
1809,615,"Raziano, Alissia",AUTHOR
1810,615,"Drößler, Thomas",AUTHOR
1811,615,"Rohr, Margund K.",AUTHOR
1812,615,"Wächter, Franziska",AUTHOR
1813,615,"Amadasi, Sara",AUTHOR
1814,615,"Ballestri, Chiara",AUTHOR
1815,615,"Baraldi, Claudio",AUTHOR
1816,615,"Struzik, Justyna",AUTHOR
1817,615,"Slusarczyk, Magdalena",AUTHOR
1818,615,"Warat, Marta",AUTHOR
1819,615,"Righard, Erica",AUTHOR
1820,615,"Harju, Anne",AUTHOR
1821,615,"Svensson Källberg, Petra",AUTHOR
1822,615,"Frisch, Morten",AUTHOR
1823,615,"Farini, Federico",AUTHOR
1824,615,"Murray, Jane",AUTHOR
1825,615,"Woodbridge-Dodd, Kim",AUTHOR
1826,615,"Prokopiou, Eva",AUTHOR
1827,615,"Scollan, Angela",AUTHOR
1828,616,"Hankonen, Nelli",AUTHOR
1829,616,"Haukkala, Ari",AUTHOR
1830,616,"Hankonen, Nelli",AUTHOR
1831,616,"Haukkala, Ari",AUTHOR
1832,617,"Hartman, Maaria",AUTHOR
1833,617,"Laine, Sofia",AUTHOR
1834,617,"Hartman, Maaria",AUTHOR
1835,617,"Laine, Sofia",AUTHOR
1836,618,"Aula, Inkeri",AUTHOR
1837,618,"Aula, Inkeri",AUTHOR
1838,619,Tampere Praksis,AUTHOR
1839,619,Tampere Praksis Project,AUTHOR
1840,620,Lastensuojelun keskusliitto,AUTHOR
1841,620,Central Union for Child Welfare,AUTHOR
1842,621,"Hirvilammi, Tuuli",AUTHOR
1843,621,"Matthies, Aila-Leena",AUTHOR
1844,621,"Hirvilammi, Tuuli",AUTHOR
1845,621,"Matthies, Aila-Leena",AUTHOR
1846,622,"Salonlahti, Outi",AUTHOR
1847,622,"Salonlahti, Outi",AUTHOR
1848,623,"Koski-Jännes, Anja",AUTHOR
1849,623,"Sarpavaara, Harri",AUTHOR
1850,623,"Tolonen, Kari",AUTHOR
1851,623,"Koski-Jännes, Anja",AUTHOR
1852,623,"Sarpavaara, Harri",AUTHOR
1853,623,"Tolonen, Kari",AUTHOR
1854,624,"Tolonen, Kari",AUTHOR
1855,624,"Koski-Jännes, Anja",AUTHOR
1856,624,"Sarpavaara, Harri",AUTHOR
1857,624,"Tolonen, Kari",AUTHOR
1858,624,"Koski-Jännes, Anja",AUTHOR
1859,624,"Sarpavaara, Harri",AUTHOR
1860,625,"Ehrling, Leena",AUTHOR
1861,625,"Koski-Jännes, Anja",AUTHOR
1862,625,"Rakkolainen, Maria",AUTHOR
1863,625,"Tolonen, Kari",AUTHOR
1864,625,"Ehrling, Leena",AUTHOR
1865,625,"Koski-Jännes, Anja",AUTHOR
1866,625,"Rakkolainen, Maria",AUTHOR
1867,625,"Tolonen, Kari",AUTHOR
1868,626,"Rakkolainen, Maria",AUTHOR
1869,626,"Koski-Jännes, Anja",AUTHOR
1870,626,"Ehrling, Leena",AUTHOR
1871,626,"Tolonen, Kari",AUTHOR
1872,626,"Rakkolainen, Maria",AUTHOR
1873,626,"Koski-Jännes, Anja",AUTHOR
1874,626,"Ehrling, Leena",AUTHOR
1875,626,"Tolonen, Kari",AUTHOR
1876,627,"Pulkkinen, Marianne",AUTHOR
1877,627,"Pulkkinen, Marianne",AUTHOR
1878,628,"Serna, Reyver",AUTHOR
1879,628,"Serna, Reyver",AUTHOR
1880,629,"Oiva, Mila",AUTHOR
1881,629,"Oiva, Mila",AUTHOR
1882,630,"Virrankari, Lotta",AUTHOR
1883,630,"Virrankari, Lotta",AUTHOR
1884,631,"Saarni, Matti",AUTHOR
1885,631,"Saarni, Matti",AUTHOR
1886,632,"Heikkinen, Saara",AUTHOR
1887,632,"Heikkinen, Saara",AUTHOR
1888,633,"Peltola, Marja",AUTHOR
1889,633,"Phoenix, Ann",AUTHOR
1890,633,"Peltola, Marja",AUTHOR
1891,633,"Phoenix, Ann",AUTHOR
1892,634,"Kesänen, Minna",AUTHOR
1893,634,"Pietilä, Eija",AUTHOR
1894,634,"Selin, Jani",AUTHOR
1895,634,"Kesänen, Minna",AUTHOR
1896,634,"Pietilä, Eija",AUTHOR
1897,634,"Selin, Jani",AUTHOR
1898,635,IROResearch,AUTHOR
1899,635,IROResearch,AUTHOR
1900,636,"Huitula, Eeva",AUTHOR
1901,636,"Huitula, Eeva",AUTHOR
1902,637,"Taavetti, Riikka",AUTHOR
1903,637,"Taavetti, Riikka",AUTHOR
1904,638,Tampere Praksis,AUTHOR
1905,638,Tampere Praksis Project,AUTHOR
1906,639,Lapsiasiavaltuutetun toimisto,AUTHOR
1907,639,Valtion nuorisoneuvosto,AUTHOR
1908,639,Valtion liikuntaneuvosto,AUTHOR
1909,639,Nuorisotutkimusseura,AUTHOR
1910,639,Office of Ombudsman for Children,AUTHOR
1911,639,State Youth Council,AUTHOR
1912,639,National Sports Council,AUTHOR
1913,639,Finnish Youth Research Network,AUTHOR
1914,640,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1915,640,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1916,640,Tallinn University,AUTHOR
1917,640,The Aristotle University of Thessaloniki,AUTHOR
1918,640,University of Szeged,AUTHOR
1919,640,Loughborough University London,AUTHOR
1920,640,Social Sciences University of Ankara,AUTHOR
1921,640,University College London,AUTHOR
1922,640,University of Tampere. School of Education,AUTHOR
1923,640,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1924,640,Tallinn University,AUTHOR
1925,640,The Aristotle University of Thessaloniki,AUTHOR
1926,640,University of Szeged,AUTHOR
1927,640,Loughborough University London,AUTHOR
1928,640,Social Sciences University of Ankara,AUTHOR
1929,640,University College London,AUTHOR
1930,641,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1931,641,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1932,641,Tallinn University,AUTHOR
1933,641,The Aristotle University of Thessaloniki,AUTHOR
1934,641,University of Szeged,AUTHOR
1935,641,Loughborough University London,AUTHOR
1936,641,Social Sciences University of Ankara,AUTHOR
1937,641,University College London,AUTHOR
1938,641,University of Tampere. School of Education,AUTHOR
1939,641,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1940,641,Tallinn University,AUTHOR
1941,641,The Aristotle University of Thessaloniki,AUTHOR
1942,641,University of Szeged,AUTHOR
1943,641,Loughborough University London,AUTHOR
1944,641,Social Sciences University of Ankara,AUTHOR
1945,641,University College London,AUTHOR
1946,642,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1947,642,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1948,642,Tallinn University,AUTHOR
1949,642,The Aristotle University of Thessaloniki,AUTHOR
1950,642,University of Szeged,AUTHOR
1951,642,Loughborough University London,AUTHOR
1952,642,Social Sciences University of Ankara,AUTHOR
1953,642,University College London,AUTHOR
1954,642,University of Tampere. School of Education,AUTHOR
1955,642,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1956,642,Tallinn University,AUTHOR
1957,642,The Aristotle University of Thessaloniki,AUTHOR
1958,642,University of Szeged,AUTHOR
1959,642,Loughborough University London,AUTHOR
1960,642,Social Sciences University of Ankara,AUTHOR
1961,642,University College London,AUTHOR
1962,643,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1963,643,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1964,643,Tallinn University,AUTHOR
1965,643,The Aristotle University of Thessaloniki,AUTHOR
1966,643,University of Szeged,AUTHOR
1967,643,Loughborough University London,AUTHOR
1968,643,Social Sciences University of Ankara,AUTHOR
1969,643,University College London,AUTHOR
1970,643,University of Tampere. School of Education,AUTHOR
1971,643,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1972,643,Tallinn University,AUTHOR
1973,643,The Aristotle University of Thessaloniki,AUTHOR
1974,643,University of Szeged,AUTHOR
1975,643,Loughborough University London,AUTHOR
1976,643,Social Sciences University of Ankara,AUTHOR
1977,643,University College London,AUTHOR
1978,644,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1979,644,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1980,644,Tallinn University,AUTHOR
1981,644,The Aristotle University of Thessaloniki,AUTHOR
1982,644,University of Szeged,AUTHOR
1983,644,Loughborough University London,AUTHOR
1984,644,Social Sciences University of Ankara,AUTHOR
1985,644,University College London,AUTHOR
1986,644,University of Tampere. School of Education,AUTHOR
1987,644,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1988,644,Tallinn University,AUTHOR
1989,644,The Aristotle University of Thessaloniki,AUTHOR
1990,644,University of Szeged,AUTHOR
1991,644,Loughborough University London,AUTHOR
1992,644,Social Sciences University of Ankara,AUTHOR
1993,644,University College London,AUTHOR
1994,645,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
1995,645,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
1996,645,Tallinn University,AUTHOR
1997,645,The Aristotle University of Thessaloniki,AUTHOR
1998,645,University of Szeged,AUTHOR
1999,645,Loughborough University London,AUTHOR
2000,645,Social Sciences University of Ankara,AUTHOR
2001,645,University College London,AUTHOR
2002,645,University of Tampere. School of Education,AUTHOR
2003,645,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2004,645,Tallinn University,AUTHOR
2005,645,The Aristotle University of Thessaloniki,AUTHOR
2006,645,University of Szeged,AUTHOR
2007,645,Loughborough University London,AUTHOR
2008,645,Social Sciences University of Ankara,AUTHOR
2009,645,University College London,AUTHOR
2010,646,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
2011,646,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2012,646,Tallinn University,AUTHOR
2013,646,The Aristotle University of Thessaloniki,AUTHOR
2014,646,University of Szeged,AUTHOR
2015,646,Loughborough University London,AUTHOR
2016,646,Social Sciences University of Ankara,AUTHOR
2017,646,University College London,AUTHOR
2018,646,University of Tampere. School of Education,AUTHOR
2019,646,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2020,646,Tallinn University,AUTHOR
2021,646,The Aristotle University of Thessaloniki,AUTHOR
2022,646,University of Szeged,AUTHOR
2023,646,Loughborough University London,AUTHOR
2024,646,Social Sciences University of Ankara,AUTHOR
2025,646,University College London,AUTHOR
2026,647,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
2027,647,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2028,647,Tallinn University,AUTHOR
2029,647,The Aristotle University of Thessaloniki,AUTHOR
2030,647,University of Szeged,AUTHOR
2031,647,Loughborough University London,AUTHOR
2032,647,Social Sciences University of Ankara,AUTHOR
2033,647,University College London,AUTHOR
2034,647,University of Tampere. School of Education,AUTHOR
2035,647,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2036,647,Tallinn University,AUTHOR
2037,647,The Aristotle University of Thessaloniki,AUTHOR
2038,647,University of Szeged,AUTHOR
2039,647,Loughborough University London,AUTHOR
2040,647,Social Sciences University of Ankara,AUTHOR
2041,647,University College London,AUTHOR
2042,648,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
2043,648,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2044,648,Tallinn University,AUTHOR
2045,648,The Aristotle University of Thessaloniki,AUTHOR
2046,648,University of Szeged,AUTHOR
2047,648,Loughborough University London,AUTHOR
2048,648,Social Sciences University of Ankara,AUTHOR
2049,648,University College London,AUTHOR
2050,648,University of Tampere. School of Education,AUTHOR
2051,648,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2052,648,Tallinn University,AUTHOR
2053,648,The Aristotle University of Thessaloniki,AUTHOR
2054,648,University of Szeged,AUTHOR
2055,648,Loughborough University London,AUTHOR
2056,648,Social Sciences University of Ankara,AUTHOR
2057,648,University College London,AUTHOR
2058,649,Tampereen yliopisto. Kasvatustieteiden yksikkö,AUTHOR
2059,649,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2060,649,Tallinn University,AUTHOR
2061,649,The Aristotle University of Thessaloniki,AUTHOR
2062,649,University of Szeged,AUTHOR
2063,649,Loughborough University London,AUTHOR
2064,649,Social Sciences University of Ankara,AUTHOR
2065,649,University College London,AUTHOR
2066,649,University of Tampere. School of Education,AUTHOR
2067,649,Institute for International Cooperation of the German Adult Education Association (DVV International),AUTHOR
2068,649,Tallinn University,AUTHOR
2069,649,The Aristotle University of Thessaloniki,AUTHOR
2070,649,University of Szeged,AUTHOR
2071,649,Loughborough University London,AUTHOR
2072,649,Social Sciences University of Ankara,AUTHOR
2073,649,University College London,AUTHOR
2074,650,"Määttä, Mirja",AUTHOR
2075,650,"Määttä, Mirja",AUTHOR
2076,651,"Pienimäki, Mari",AUTHOR
2077,651,"Kotilainen, Sirkku",AUTHOR
2078,651,"Kalfayan, Aline",AUTHOR
2079,651,"Grönholm, Pauliina",AUTHOR
2080,651,"Pienimäki, Mari",AUTHOR
2081,651,"Kotilainen, Sirkku",AUTHOR
2082,651,"Kalfayan, Aline",AUTHOR
2083,651,"Grönholm, Pauliina",AUTHOR
2084,652,Tampere Praksis,AUTHOR
2085,652,Tampere Praksis Project,AUTHOR
2086,653,"Lamminmäki, Suvi",AUTHOR
2087,653,"Lamminmäki, Suvi",AUTHOR
2088,654,"Mäkelä, Pia",AUTHOR
2089,654,"Härkönen, Janne",AUTHOR
2090,654,"Lintonen, Tomi",AUTHOR
2091,654,"Tigerstedt, Christoffer",AUTHOR
2092,654,"Mäkelä, Pia",AUTHOR
2093,654,"Härkönen, Janne",AUTHOR
2094,654,"Lintonen, Tomi",AUTHOR
2095,654,"Tigerstedt, Christoffer",AUTHOR
2096,655,"Isola, Anna-Maria",AUTHOR
2097,655,"Vaara, Mariitta",AUTHOR
2098,655,"Isola, Anna-Maria",AUTHOR
2099,655,"Vaara, Mariitta",AUTHOR
2100,656,"Laukkanen, Sanna",AUTHOR
2101,656,"Laukkanen, Sanna",AUTHOR
2102,657,"Olkkonen, Satu",AUTHOR
2103,657,"Kotilainen, Sirkku",AUTHOR
2104,657,"Pienimäki, Mari",AUTHOR
2105,657,"Olkkonen, Satu",AUTHOR
2106,657,"Kotilainen, Sirkku",AUTHOR
2107,657,"Pienimäki, Mari",AUTHOR
2108,658,"Pienimäki, Mari",AUTHOR
2109,658,"Pienimäki, Mari",AUTHOR
2110,659,"Anttila, Anna",AUTHOR
2111,659,"Anttila, Anna",AUTHOR
2112,660,"Puska, Maija",AUTHOR
2113,660,"Pienimäki, Mari",AUTHOR
2114,660,"Kotilainen, Sirkku",AUTHOR
2115,660,"Puska, Maija",AUTHOR
2116,660,"Pienimäki, Mari",AUTHOR
2117,660,"Kotilainen, Sirkku",AUTHOR
2118,661,"Kiuru, Inka",AUTHOR
2119,661,"Myllynen, Milka",AUTHOR
2120,661,"Pienimäki, Mari",AUTHOR
2121,661,"Kotilainen, Sirkku",AUTHOR
2122,661,"Kiuru, Inka",AUTHOR
2123,661,"Myllynen, Milka",AUTHOR
2124,661,"Pienimäki, Mari",AUTHOR
2125,661,"Kotilainen, Sirkku",AUTHOR
2126,662,"Annala, Johanna",AUTHOR
2127,662,"Mäkinen, Marita",AUTHOR
2128,662,"Annala, Johanna",AUTHOR
2129,662,"Mäkinen, Marita",AUTHOR
2130,663,"Rantanen, Teijo",AUTHOR
2131,663,"Rantanen, Teijo",AUTHOR
2132,664,"Jauhiainen, Iida",AUTHOR
2133,664,"Jauhiainen, Iida",AUTHOR
2134,665,Tampere Praksis,AUTHOR
2135,665,Tampere Praksis Project,AUTHOR
2136,666,"Tuomaala, Vaula",AUTHOR
2137,666,"Tuomaala, Vaula",AUTHOR
2138,667,"Sariola, Heikki",AUTHOR
2139,667,"Sariola, Heikki",AUTHOR
2140,668,"Sariola, Heikki",AUTHOR
2141,668,"Sariola, Heikki",AUTHOR
2142,669,"Lehtonen, Jukka",AUTHOR
2143,669,"Lehtonen, Jukka",AUTHOR
2144,670,Tampere Praksis,AUTHOR
2145,670,Tampere Praksis Project,AUTHOR
2146,671,"Ikonen, Hanna-Mari",AUTHOR
2147,671,"Ikonen, Hanna-Mari",AUTHOR
2148,672,"Hyttinen, Elsi",AUTHOR
2149,672,"Lehtonen, Mikko",AUTHOR
2150,672,"Hyttinen, Elsi",AUTHOR
2151,672,"Lehtonen, Mikko",AUTHOR
2152,673,"Fält, Katja",AUTHOR
2153,673,"Okuloff, Annaleena",AUTHOR
2154,673,"Fält, Katja",AUTHOR
2155,673,"Okuloff, Annaleena",AUTHOR
2156,674,"Schuurman, Nora",AUTHOR
2157,674,"Schuurman, Nora",AUTHOR
2158,675,"Kotilainen, Sirkku",AUTHOR
2159,675,"Kotilainen, Sirkku",AUTHOR
2160,676,"Mattinen, Pauliina",AUTHOR
2161,676,"Mattinen, Pauliina",AUTHOR
2162,677,"Faehnle, Maija",AUTHOR
2163,677,"Schulman, Harry",AUTHOR
2164,677,"Söderman, Tarja",AUTHOR
2165,677,"Kopperoinen, Leena",AUTHOR
